game_date,player_name,min_off,min_on
2012-10-27,Cole Stockton,,61.0
2012-10-27,Adam McGurk,61.0,
2012-10-27,Nathan Eccleston,80.0,
2012-10-27,Joe Thompson,,80.0
2012-11-07,Abdulai Bell-Baggie,36.0,
2012-11-07,Adam McGurk,,36.0
2012-11-07,Jake Jervis,74.0,
2012-11-07,Cole Stockton,,74.0
2012-11-10,Joe Thompson,77.0,
2012-11-10,Cole Stockton,,83.0
2012-11-10,Danny Harrison,,77.0
2012-11-10,Jake Jervis,83.0,
2012-11-10,Michael Kay,,14.0
2012-11-10,Danny Holmes,14.0,
2012-11-13,Max Power,,77.0
2012-11-13,Joe Thompson,43.0,
2012-11-13,James Wallace,77.0,
2012-11-13,Ash Taylor,57.0,
2012-11-13,Jake Kirby,,43.0
2012-11-13,Ian Goodison,,57.0
2012-11-16,Danny Harrison,,46.0
2012-11-16,Cole Stockton,,90.0
2012-11-16,Adam McGurk,90.0,
2012-11-16,Jake Jervis,46.0,
2012-11-20,Liam Palmer,86.0,
2012-11-20,Adam McGurk,79.0,
2012-11-20,Cole Stockton,64.0,
2012-11-20,Paul Black,,64.0
2012-11-20,Jake Kirby,,79.0
2012-11-20,Max Power,,86.0
2012-11-24,Paul Black,,86.0
2012-11-24,Andy Robinson,86.0,
2012-12-01,James Wallace,11.0,
2012-12-01,Andy Robinson,77.0,
2012-12-01,Joe Thompson,,77.0
2012-12-01,Max Power,,11.0
2012-12-08,Cole Stockton,,72.0
2012-12-08,Adam McGurk,72.0,
2012-12-15,Andy Robinson,77.0,
2012-12-15,Joe Thompson,,77.0
2012-12-21,Ian Goodison,46.0,
2012-12-21,Danny Holmes,46.0,
2012-12-21,Michael Kay,,46.0
2012-12-21,Paul Black,,89.0
2012-12-21,Donervon Daniels,,46.0
2012-12-21,Zoumana Bakayogo,89.0,
2012-12-26,Joe Thompson,,87.0
2012-12-26,Andy Robinson,87.0,
2012-12-29,Cole Stockton,,46.0
2012-12-29,Michael O'Halloran,46.0,
2012-12-29,Joe Thompson,,87.0
2012-12-29,Adam McGurk,87.0,
2013-01-01,Adam McGurk,77.0,
2013-01-01,Joe Thompson,,85.0
2013-01-01,Andy Robinson,85.0,
2013-01-01,Cole Stockton,,77.0
2013-01-05,Andy Robinson,74.0,
2013-01-05,Paul Black,,74.0
2013-01-12,Jean-Louis Akpa Akpro,,67.0
2013-01-12,Danny Harrison,,76.0
2013-01-12,Andy Robinson,67.0,
2013-01-12,Adam McGurk,76.0,
2013-01-16,Cole Stockton,,62.0
2013-01-16,Adam McGurk,,70.0
2013-01-16,Michael O'Halloran,70.0,
2013-01-16,David Amoo,77.0,
2013-01-16,Danny Harrison,62.0,
2013-01-16,Abdulai Bell-Baggie,,77.0
2013-01-19,Jean-Louis Akpa Akpro,64.0,
2013-01-19,Abdulai Bell-Baggie,,81.0
2013-01-19,Andy Robinson,81.0,
2013-01-19,Michael O'Halloran,,82.0
2013-01-19,Cole Stockton,,64.0
2013-01-19,Adam McGurk,82.0,
2013-02-02,Abdulai Bell-Baggie,,85.0
2013-02-02,Cole Stockton,,62.0
2013-02-02,Adam McGurk,76.0,
2013-02-02,Michael O'Halloran,,76.0
2013-02-02,David Amoo,62.0,
2013-02-02,Max Power,85.0,
2013-02-09,Michael O'Halloran,,70.0
2013-02-09,Abdulai Bell-Baggie,,70.0
2013-02-09,David Amoo,70.0,
2013-02-09,Adam McGurk,70.0,
2013-02-15,Danny Holmes,70.0,
2013-02-15,Cole Stockton,69.0,
2013-02-15,Michael O'Halloran,81.0,
2013-02-15,David Amoo,,81.0
2013-02-15,Danny Harrison,,70.0
2013-02-15,Paul Corry,,69.0
2013-02-19,Cole Stockton,64.0,
2013-02-19,Abdulai Bell-Baggie,,64.0
2013-02-19,Paul Black,,64.0
2013-02-19,David Amoo,64.0,
2013-02-23,Cole Stockton,,69.0
2013-02-23,Mamady Sidibe,69.0,
2013-02-23,Andy Robinson,81.0,
2013-02-23,Paul Black,,81.0
2013-02-26,Cole Stockton,,11.0
2013-02-26,Donervon Daniels,,26.0
2013-02-26,Ian Goodison,26.0,
2013-02-26,Abdulai Bell-Baggie,79.0,
2013-02-26,Paul Black,,79.0
2013-02-26,Andy Robinson,11.0,
2013-03-02,Abdulai Bell-Baggie,65.0,
2013-03-02,David Amoo,,65.0
2013-03-02,Liam Palmer,,64.0
2013-03-02,Mamady Sidibe,43.0,
2013-03-02,Cole Stockton,,43.0
2013-03-02,Michael O'Halloran,64.0,
2013-03-09,Cole Stockton,,60.0
2013-03-09,Danny Harrison,,89.0
2013-03-09,Michael O'Halloran,20.0,
2013-03-09,Paul Corry,60.0,
2013-03-09,Abdulai Bell-Baggie,89.0,
2013-03-09,David Amoo,,20.0
2013-03-12,Donervon Daniels,,56.0
2013-03-12,Cole Stockton,,63.0
2013-03-12,David Amoo,,80.0
2013-03-12,Abdulai Bell-Baggie,80.0,
2013-03-12,Ian Goodison,56.0,
2013-03-12,Michael O'Halloran,63.0,
2013-03-16,Zoumana Bakayogo,81.0,
2013-03-16,Danny Harrison,63.0,
2013-03-16,Cole Stockton,,81.0
2013-03-16,Abdulai Bell-Baggie,,63.0
2013-03-24,Zoumana Bakayogo,84.0,
2013-03-24,Abdulai Bell-Baggie,80.0,
2013-03-24,David Amoo,,84.0
2013-03-24,Michael O'Halloran,,80.0
2013-03-29,Abdulai Bell-Baggie,65.0,
2013-03-29,Adam McGurk,,65.0
2013-04-01,Cole Stockton,,61.0
2013-04-01,Zoumana Bakayogo,61.0,
2013-04-06,Michael O'Halloran,,74.0
2013-04-06,Joe Thompson,,74.0
2013-04-06,Ian Goodison,,89.0
2013-04-06,Max Power,89.0,
2013-04-06,Sean McGinty,74.0,
2013-04-06,Abdulai Bell-Baggie,74.0,
2013-04-13,Abdulai Bell-Baggie,61.0,
2013-04-13,Michael O'Halloran,,83.0
2013-04-13,Cole Stockton,,61.0
2013-04-13,Andy Robinson,83.0,
2013-04-13,Joe Thompson,,61.0
2013-04-13,Mamady Sidibe,61.0,
2013-04-20,Cole Stockton,,80.0
2013-04-20,Abdulai Bell-Baggie,,67.0
2013-04-20,Mamady Sidibe,80.0,
2013-04-20,Michael O'Halloran,67.0,
2013-04-27,Andy Robinson,65.0,
2013-04-27,Liam Palmer,79.0,
2013-04-27,Mamady Sidibe,65.0,
2013-04-27,Abdulai Bell-Baggie,,65.0
2013-04-27,Danny Harrison,,79.0
2013-04-27,Adam McGurk,,65.0
2013-08-03,Abdulai Bell-Baggie,,80.0
2013-08-03,Jason Koumas,,66.0
2013-08-03,Chris Atkinson,66.0,
2013-08-03,Jean-Louis Akpa Akpro,80.0,
2013-08-06,James Rowe,64.0,
2013-08-06,Jason Koumas,,64.0
2013-08-06,Jean-Louis Akpa Akpro,,72.0
2013-08-06,Akpo Sodje,72.0,
2013-08-10,Jean-Louis Akpa Akpro,,58.0
2013-08-10,Jason Koumas,,64.0
2013-08-10,Akpo Sodje,58.0,
2013-08-10,Max Power,64.0,
2013-08-17,Andy Robinson,71.0,
2013-08-17,Andrai Jones,,38.0
2013-08-17,Max Power,86.0,
2013-08-17,Jason Koumas,,71.0
2013-08-17,Joe Thompson,38.0,
2013-08-17,James Rowe,,86.0
2013-08-24,Ryan Lowe,64.0,
2013-08-24,Abdulai Bell-Baggie,40.0,
2013-08-24,Cole Stockton,,64.0
2013-08-24,Stephen Foster,46.0,
2013-08-24,Jason Koumas,,40.0
2013-08-24,Ian Goodison,,46.0
2013-08-27,Jake Kirby,,74.0
2013-08-27,Jason Koumas,74.0,
2013-08-27,Chris Atkinson,89.0,
2013-08-27,Abdulai Bell-Baggie,,89.0
2013-08-31,Akpo Sodje,,88.0
2013-08-31,Jean-Louis Akpa Akpro,88.0,
2013-08-31,Ryan Lowe,,71.0
2013-08-31,Jason Koumas,71.0,
2013-09-03,Akpo Sodje,81.0,
2013-09-03,Jean-Louis Akpa Akpro,,81.0
2013-09-03,Jake Kirby,,65.0
2013-09-03,Joe Thompson,,65.0
2013-09-03,James Rowe,65.0,
2013-09-03,Cole Stockton,65.0,
2013-09-07,Akpo Sodje,,82.0
2013-09-07,Ian Goodison,61.0,
2013-09-07,Joe Thompson,82.0,
2013-09-07,Ash Taylor,,61.0
2013-09-14,Abdulai Bell-Baggie,,89.0
2013-09-14,Andy Robinson,,78.0
2013-09-14,Ryan Lowe,78.0,
2013-09-14,Cole Stockton,,78.0
2013-09-14,Joe Thompson,78.0,
2013-09-14,James Rowe,89.0,
2013-09-21,Abdulai Bell-Baggie,,55.0
2013-09-21,Cole Stockton,,56.0
2013-09-21,Joe Thompson,56.0,
2013-09-21,James Rowe,55.0,
2013-09-25,Evan Horwood,45.0,
2013-09-25,Abdulai Bell-Baggie,,74.0
2013-09-25,Danny Holmes,,45.0
2013-09-25,James Rowe,74.0,
2013-09-28,Ian Goodison,,33.0
2013-09-28,Max Power,,45.0
2013-09-28,Akpo Sodje,,70.0
2013-09-28,James Rowe,45.0,
2013-09-28,Cole Stockton,70.0,
2013-09-28,Joe Thompson,33.0,
2013-10-05,Akpo Sodje,73.0,
2013-10-05,Cole Stockton,,73.0
2013-10-05,Abdulai Bell-Baggie,,87.0
2013-10-05,Liam Ridehalgh,87.0,
2013-10-05,James Rowe,,81.0
2013-10-05,Tom Hateley,81.0,
2013-10-13,Abdulai Bell-Baggie,,81.0
2013-10-13,Cole Stockton,,89.0
2013-10-13,Evan Horwood,,78.0
2013-10-13,Jake Kirby,81.0,
2013-10-13,Jim McNulty,78.0,
2013-10-13,Ryan Lowe,89.0,
2013-10-19,Tom Hateley,62.0,
2013-10-19,Abdulai Bell-Baggie,,62.0
2013-10-19,Akpo Sodje,,62.0
2013-10-19,Liam Ridehalgh,62.0,
2013-10-22,Steven Jennings,68.0,
2013-10-22,Chris Atkinson,89.0,
2013-10-22,Tom Hateley,62.0,
2013-10-22,James Rowe,,89.0
2013-10-22,Cole Stockton,,68.0
2013-10-22,Abdulai Bell-Baggie,,62.0
2013-10-26,Danny Holmes,32.0,
2013-10-26,Steven Jennings,,32.0
2013-10-26,James Rowe,,45.0
2013-10-26,Evan Horwood,,74.0
2013-10-26,Abdulai Bell-Baggie,74.0,
2013-10-26,Tom Hateley,45.0,
2013-11-02,Tom Hateley,65.0,
2013-11-02,Jason Koumas,,65.0
2013-11-09,Cole Stockton,,87.0
2013-11-09,Abdulai Bell-Baggie,87.0,
2013-11-09,Jean-Louis Akpa Akpro,,59.0
2013-11-09,Tom Hateley,59.0,
2013-11-16,Abdulai Bell-Baggie,79.0,
2013-11-16,Jean-Louis Akpa Akpro,,79.0
2013-11-23,Akpo Sodje,,88.0
2013-11-23,Max Power,80.0,
2013-11-23,Ryan Lowe,88.0,
2013-11-23,James Wallace,,72.0
2013-11-23,Evan Horwood,,80.0
2013-11-23,Jason Koumas,72.0,
2013-11-26,Jake Kirby,69.0,
2013-11-26,Max Power,45.0,
2013-11-26,Abdulai Bell-Baggie,,69.0
2013-11-26,James Wallace,,45.0
2013-11-26,Akpo Sodje,,68.0
2013-11-26,Jason Koumas,68.0,
2013-11-30,Evan Horwood,,12.0
2013-11-30,Danny Holmes,,5.0
2013-11-30,James Rowe,,89.0
2013-11-30,Ian Goodison,12.0,
2013-11-30,Jon Otsemobor,5.0,
2013-11-30,James Wallace,89.0,
2013-12-07,Cole Stockton,,59.0
2013-12-07,Jake Kirby,65.0,
2013-12-07,Jean-Louis Akpa Akpro,59.0,
2013-12-07,James Rowe,,65.0
2013-12-14,James Rowe,,60.0
2013-12-14,Chris Atkinson,60.0,
2013-12-20,Jean-Louis Akpa Akpro,64.0,
2013-12-20,Jake Kirby,57.0,
2013-12-20,Kristoffer Peterson,72.0,
2013-12-20,Evan Horwood,,57.0
2013-12-20,Cole Stockton,,64.0
2013-12-20,Andy Robinson,,72.0
2013-12-26,James Wallace,72.0,
2013-12-26,Andy Robinson,70.0,
2013-12-26,Steven Jennings,,72.0
2013-12-26,Max Power,,83.0
2013-12-26,Jake Kirby,,70.0
2013-12-26,Chris Atkinson,83.0,
2013-12-29,Andy Robinson,62.0,
2013-12-29,Danny Holmes,44.0,
2013-12-29,Max Power,,44.0
2013-12-29,Chris Atkinson,61.0,
2013-12-29,Jake Kirby,,62.0
2013-12-29,Jean-Louis Akpa Akpro,,61.0
2014-01-01,Max Power,,72.0
2014-01-01,Jason Koumas,72.0,
2014-01-01,Andy Robinson,64.0,
2014-01-01,Jake Kirby,,64.0
2014-01-11,Jean-Louis Akpa Akpro,,89.0
2014-01-11,Andy Robinson,65.0,
2014-01-11,Matthew Kennedy,89.0,
2014-01-11,Jason Koumas,65.0,
2014-01-11,Cole Stockton,,65.0
2014-01-11,Jake Kirby,,65.0
2014-01-18,Jason Koumas,76.0,
2014-01-18,Liam Ridehalgh,46.0,
2014-01-18,James Rowe,68.0,
2014-01-18,Max Power,,68.0
2014-01-18,Cole Stockton,,76.0
2014-01-18,Evan Horwood,,46.0
2014-01-25,Jake Kirby,79.0,
2014-01-25,Jake Cassidy,71.0,
2014-01-25,Cole Stockton,,71.0
2014-01-25,Andy Robinson,,79.0
2014-01-28,Andy Robinson,,59.0
2014-01-28,Cole Stockton,,78.0
2014-01-28,Jason Koumas,,74.0
2014-01-28,Matthew Kennedy,78.0,
2014-01-28,Steven Jennings,74.0,
2014-01-28,Jake Kirby,59.0,
2014-02-01,Matthew Kennedy,72.0,
2014-02-01,Jake Kirby,,72.0
2014-02-08,Jake Kirby,28.0,
2014-02-08,Matthew Kennedy,82.0,
2014-02-08,Andy Robinson,,82.0
2014-02-08,Jason Koumas,,28.0
2014-02-15,Jake Kirby,,83.0
2014-02-15,Matthew Kennedy,83.0,
2014-02-22,Andy Robinson,,86.0
2014-02-22,Jake Cassidy,66.0,
2014-02-22,Matthew Kennedy,86.0,
2014-02-22,Cole Stockton,,66.0
2014-02-22,Jake Kirby,,57.0
2014-02-22,Ryan Lowe,57.0,
2014-03-01,Jake Kirby,,70.0
2014-03-01,Andy Robinson,89.0,
2014-03-01,Jason Koumas,70.0,
2014-03-01,James Rowe,,89.0
2014-03-08,Andy Robinson,,66.0
2014-03-08,Liam Ridehalgh,66.0,
2014-03-11,Cole Stockton,,88.0
2014-03-11,Andy Robinson,,72.0
2014-03-11,Junior Brown,72.0,
2014-03-11,Jake Cassidy,88.0,
2014-03-15,Max Power,,37.0
2014-03-15,Andy Robinson,,51.0
2014-03-15,Ryan Lowe,89.0,
2014-03-15,James Wallace,37.0,
2014-03-15,Jason Koumas,51.0,
2014-03-15,Cole Stockton,,89.0
2014-03-22,Ian Goodison,,58.0
2014-03-22,Cole Stockton,,76.0
2014-03-22,Junior Brown,58.0,
2014-03-22,Stephen Arthurworrey,76.0,
2014-03-25,Danny Holmes,74.0,
2014-03-25,Steven Jennings,85.0,
2014-03-25,Andy Robinson,,74.0
2014-03-25,James Rowe,,85.0
2014-03-25,Gboly Ariyibi,,42.0
2014-03-25,James Wallace,42.0,
2014-03-29,Gboly Ariyibi,,74.0
2014-03-29,Jake Kirby,74.0,
2014-04-05,Stephen Arthurworrey,54.0,
2014-04-05,Jason Koumas,58.0,
2014-04-05,Ryan Lowe,86.0,
2014-04-05,Danny Holmes,,54.0
2014-04-05,Jake Kirby,,58.0
2014-04-05,Cole Stockton,,86.0
2014-04-12,Jason Koumas,78.0,
2014-04-12,Ian Goodison,78.0,
2014-04-12,Junior Brown,,78.0
2014-04-12,Stephen Arthurworrey,,78.0
2014-04-15,Cole Stockton,,73.0
2014-04-15,James Rowe,,79.0
2014-04-15,Junior Brown,73.0,
2014-04-15,Jake Kirby,79.0,
2014-04-18,Stephen Arthurworrey,,89.0
2014-04-18,Cole Stockton,,85.0
2014-04-18,Danny Holmes,,28.0
2014-04-18,Ryan Lowe,89.0,
2014-04-18,Jason Koumas,85.0,
2014-04-18,Ian Goodison,28.0,
2014-04-21,Liam Ridehalgh,41.0,
2014-04-21,Jake Cassidy,90.0,
2014-04-21,Cole Stockton,,90.0
2014-04-21,James Rowe,,41.0
2014-04-21,Jean-Louis Akpa Akpro,20.0,
2014-04-21,Jake Kirby,,20.0
2014-04-26,Jake Kirby,,45.0
2014-04-26,Jean-Louis Akpa Akpro,45.0,
2014-04-26,Jake Cassidy,45.0,
2014-04-26,James Rowe,,45.0
2014-05-03,James Rowe,,89.0
2014-05-03,Max Power,89.0,
2014-05-03,Jake Kirby,,89.0
2014-05-03,Liam Ridehalgh,89.0,
2014-08-09,Max Power,62.0,
2014-08-09,Eliot Richards,78.0,
2014-08-09,Abdulai Bell-Baggie,,71.0
2014-08-09,James Rowe,,62.0
2014-08-09,Kayode Odejayi,,78.0
2014-08-09,Jason Koumas,71.0,
2014-08-12,Abdulai Bell-Baggie,74.0,
2014-08-12,Cole Stockton,,79.0
2014-08-12,Gerardo Bruna,,74.0
2014-08-12,Matt Gill,84.0,
2014-08-12,Max Power,,84.0
2014-08-12,James Rowe,79.0,
2014-08-16,Kayode Odejayi,,79.0
2014-08-16,Danny Holmes,54.0,
2014-08-16,Cole Stockton,79.0,
2014-08-16,Abdulai Bell-Baggie,62.0,
2014-08-16,James Rowe,,62.0
2014-08-16,Clayton McDonald,,54.0
2014-08-23,James Rowe,,69.0
2014-08-23,Kayode Odejayi,,77.0
2014-08-23,Eliot Richards,69.0,
2014-08-23,Jake Kirby,77.0,
2014-08-23,Dan Woodards,57.0,
2014-08-23,Danny Holmes,,57.0
2014-08-30,Kayode Odejayi,,58.0
2014-08-30,Eliot Richards,58.0,
2014-09-06,Jake Kirby,,78.0
2014-09-06,Jason Koumas,,78.0
2014-09-06,James Rowe,78.0,
2014-09-06,Eliot Richards,78.0,
2014-09-13,George Donnelly,,78.0
2014-09-13,Abdulai Bell-Baggie,78.0,
2014-09-16,Max Power,71.0,
2014-09-16,Marcus Holness,,11.0
2014-09-16,Cole Stockton,74.0,
2014-09-16,Matt Hill,11.0,
2014-09-16,Jason Koumas,,71.0
2014-09-16,George Donnelly,,74.0
2014-09-20,Cole Stockton,58.0,
2014-09-20,Kayode Odejayi,,58.0
2014-09-20,Matt Gill,61.0,
2014-09-20,George Donnelly,,58.0
2014-09-20,Eliot Richards,58.0,
2014-09-20,Jason Koumas,,61.0
2014-09-27,Jake Kirby,80.0,
2014-09-27,Matt Gill,80.0,
2014-09-27,Jason Koumas,,80.0
2014-09-27,George Donnelly,78.0,
2014-09-27,Cole Stockton,,78.0
2014-09-27,Matthias Fanimo,,80.0
2014-10-04,Matt Gill,73.0,
2014-10-04,Jake Kirby,,73.0
2014-10-04,Abdulai Bell-Baggie,81.0,
2014-10-04,Eliot Richards,,81.0
2014-10-04,George Donnelly,73.0,
2014-10-04,Jason Koumas,,73.0
2014-10-07,Abdulai Bell-Baggie,71.0,
2014-10-07,Janoi Donacien,64.0,
2014-10-07,Ben Davies,,64.0
2014-10-07,Jake Kirby,,71.0
2014-10-11,George Donnelly,75.0,
2014-10-11,Eliot Richards,,75.0
2014-10-11,Matt Gill,76.0,
2014-10-11,Marc Laird,,75.0
2014-10-11,Abdulai Bell-Baggie,,76.0
2014-10-11,Max Power,75.0,
2014-10-18,Matt Gill,45.0,
2014-10-18,George Barker,71.0,
2014-10-18,Kayode Odejayi,71.0,
2014-10-18,Abdulai Bell-Baggie,,71.0
2014-10-18,Marc Laird,,45.0
2014-10-18,Eliot Richards,,71.0
2014-10-21,George Donnelly,,73.0
2014-10-21,Danny Johnson,73.0,
2014-10-21,Kayode Odejayi,,86.0
2014-10-21,Abdulai Bell-Baggie,,75.0
2014-10-21,George Barker,75.0,
2014-10-21,Jake Kirby,86.0,
2014-10-25,Jake Kirby,55.0,
2014-10-25,George Barker,55.0,
2014-10-25,Danny Johnson,71.0,
2014-10-25,Kayode Odejayi,,55.0
2014-10-25,George Donnelly,,71.0
2014-10-25,Liam Ridehalgh,,55.0
2014-11-01,George Donnelly,,71.0
2014-11-01,Liam Ridehalgh,,58.0
2014-11-01,Danny Johnson,58.0,
2014-11-01,Kayode Odejayi,71.0,
2014-11-01,Danny Holmes,71.0,
2014-11-01,Eliot Richards,,71.0
2014-11-08,Kayode Odejayi,,64.0
2014-11-08,Eliot Richards,64.0,
2014-11-11,Jake Kirby,,79.0
2014-11-11,Kayode Odejayi,,79.0
2014-11-11,James Rowe,80.0,
2014-11-11,Abdulai Bell-Baggie,79.0,
2014-11-11,Marc Laird,,80.0
2014-11-11,Danny Johnson,79.0,
2014-11-15,Danny Holmes,,67.0
2014-11-15,Josh Thompson,72.0,
2014-11-15,Janoi Donacien,67.0,
2014-11-15,Evan Gumbs,,72.0
2014-11-15,Marc Laird,72.0,
2014-11-15,Kayode Odejayi,,72.0
2014-11-22,Jason Koumas,,73.0
2014-11-22,Liam Ridehalgh,73.0,
2014-11-22,Kayode Odejayi,,73.0
2014-11-22,Calaum Jahraldo-Martin,73.0,
2014-11-29,Will Aimson,21.0,
2014-11-29,Kayode Odejayi,,85.0
2014-11-29,Marc Laird,,68.0
2014-11-29,James Rowe,68.0,
2014-11-29,Marcus Holness,,21.0
2014-11-29,Cole Stockton,85.0,
2014-12-06,Danny Holmes,73.0,
2014-12-06,Calaum Jahraldo-Martin,66.0,
2014-12-06,Cole Stockton,72.0,
2014-12-06,Kayode Odejayi,,72.0
2014-12-06,Guy Madjo,,66.0
2014-12-06,Jason Koumas,,73.0
2014-12-09,Marc Laird,,76.0
2014-12-09,George Donnelly,,82.0
2014-12-09,James Rowe,76.0,
2014-12-09,Cole Stockton,82.0,
2014-12-13,James Rowe,,49.0
2014-12-13,Shamir Fenelon,72.0,
2014-12-13,Cole Stockton,,72.0
2014-12-13,Marc Laird,49.0,
2014-12-16,Danny Holmes,66.0,
2014-12-16,James Rowe,66.0,
2014-12-16,Cole Stockton,75.0,
2014-12-16,Marc Laird,,75.0
2014-12-16,Calaum Jahraldo-Martin,,66.0
2014-12-16,Shamir Fenelon,,66.0
2014-12-19,Guy Madjo,,83.0
2014-12-19,Dan Woodards,,36.0
2014-12-19,Michael Ihiekwe,36.0,
2014-12-19,Shamir Fenelon,83.0,
2014-12-19,Kayode Odejayi,66.0,
2014-12-19,Cole Stockton,,66.0
2014-12-26,Calaum Jahraldo-Martin,,45.0
2014-12-26,Chris Shuker,,60.0
2014-12-26,Kayode Odejayi,,60.0
2014-12-26,Steven Jennings,60.0,
2014-12-26,Shamir Fenelon,60.0,
2014-12-26,Josh Thompson,45.0,
2014-12-28,Shamir Fenelon,89.0,
2014-12-28,Kayode Odejayi,45.0,
2014-12-28,Cole Stockton,,45.0
2014-12-28,Chris Shuker,62.0,
2014-12-28,Jake Kirby,,62.0
2014-12-28,Guy Madjo,,89.0
2015-01-03,Jake Kirby,,56.0
2015-01-03,James Rowe,,72.0
2015-01-03,Abdulai Bell-Baggie,,72.0
2015-01-03,Shamir Fenelon,72.0,
2015-01-03,Josh Thompson,56.0,
2015-01-03,Marc Laird,72.0,
2015-01-10,Marcus Holness,32.0,
2015-01-10,Shamir Fenelon,67.0,
2015-01-10,Rory Donnelly,,32.0
2015-01-10,Jason Koumas,,67.0
2015-01-10,George Donnelly,,67.0
2015-01-10,Marc Laird,67.0,
2015-01-17,Jason Koumas,,9.0
2015-01-17,Mitch Duggan,,87.0
2015-01-17,Shamir Fenelon,87.0,
2015-01-17,Jake Kirby,,76.0
2015-01-17,Rory Donnelly,76.0,
2015-01-17,Marc Laird,9.0,
2015-01-24,Kayode Odejayi,79.0,
2015-01-24,Shamir Fenelon,62.0,
2015-01-24,Jason Koumas,,62.0
2015-01-24,Jennison Myrie-Williams,,62.0
2015-01-24,Cole Stockton,,79.0
2015-01-24,Lee Molyneux,62.0,
2015-01-31,Cole Stockton,,89.0
2015-01-31,Danny Holmes,6.0,
2015-01-31,Liam Ridehalgh,,6.0
2015-01-31,Shamir Fenelon,,65.0
2015-01-31,Jennison Myrie-Williams,65.0,
2015-01-31,Kayode Odejayi,89.0,
2015-02-07,Cole Stockton,,57.0
2015-02-07,Josh Thompson,83.0,
2015-02-07,Lee Molyneux,57.0,
2015-02-07,Kayode Odejayi,57.0,
2015-02-07,Jason Koumas,,83.0
2015-02-07,Iain Hume,,57.0
2015-02-10,Danny Holmes,81.0,
2015-02-10,Marc Laird,,74.0
2015-02-10,Jennison Myrie-Williams,74.0,
2015-02-10,Lee Molyneux,74.0,
2015-02-10,Iain Hume,,74.0
2015-02-10,Liam Ridehalgh,,81.0
2015-02-14,Jennison Myrie-Williams,75.0,
2015-02-14,Kayode Odejayi,69.0,
2015-02-14,Iain Hume,67.0,
2015-02-14,Jason Koumas,,69.0
2015-02-14,Jake Kirby,,67.0
2015-02-14,Lee Molyneux,,75.0
2015-02-21,Harrison McGahey,,88.0
2015-02-21,Jennison Myrie-Williams,88.0,
2015-02-24,Michael Ihiekwe,,81.0
2015-02-24,Rory Donnelly,81.0,
2015-02-24,Josh Thompson,70.0,
2015-02-24,Harrison McGahey,,70.0
2015-02-24,Liam Ridehalgh,,45.0
2015-02-24,Rob Taylor,45.0,
2015-02-28,Iain Hume,,63.0
2015-02-28,Jake Kirby,,78.0
2015-02-28,Kayode Odejayi,63.0,
2015-02-28,Marc Laird,,63.0
2015-02-28,Rory Donnelly,63.0,
2015-02-28,Lee Molyneux,78.0,
2015-03-03,Jordan Hugill,60.0,
2015-03-03,Dan Gardner,,60.0
2015-03-03,Jake Kirby,,72.0
2015-03-03,Iain Hume,,60.0
2015-03-03,Harrison McGahey,60.0,
2015-03-03,Steven Jennings,72.0,
2015-03-07,Danny Holmes,,45.0
2015-03-07,Kayode Odejayi,,63.0
2015-03-07,Jordan Hugill,63.0,
2015-03-07,Dan Gardner,,40.0
2015-03-07,Josh Thompson,45.0,
2015-03-07,Jason Koumas,40.0,
2015-03-14,Jordan Hugill,,71.0
2015-03-14,Josh Thompson,71.0,
2015-03-14,Rory Donnelly,,45.0
2015-03-14,Steven Jennings,78.0,
2015-03-14,Rob Taylor,45.0,
2015-03-14,Chris Shuker,,78.0
2015-03-17,Jordan Hugill,,85.0
2015-03-17,Josh Thompson,24.0,
2015-03-17,Jennison Myrie-Williams,85.0,
2015-03-17,Dan Gardner,82.0,
2015-03-17,Adam Dugdale,,24.0
2015-03-17,Rory Donnelly,,82.0
2015-03-21,Ben Jago,,77.0
2015-03-21,Lee Molyneux,,45.0
2015-03-21,Liam Ridehalgh,80.0,
2015-03-21,Jake Kirby,,80.0
2015-03-21,Jordan Hugill,45.0,
2015-03-21,Marc Laird,77.0,
2015-03-28,Liam Ridehalgh,84.0,
2015-03-28,Iain Hume,,64.0
2015-03-28,Lee Molyneux,,84.0
2015-03-28,Rory Donnelly,64.0,
2015-04-03,Jennison Myrie-Williams,80.0,
2015-04-03,Lee Molyneux,,66.0
2015-04-03,Rob Taylor,66.0,
2015-04-03,Iain Hume,,80.0
2015-04-06,Rob Taylor,61.0,
2015-04-06,Jennison Myrie-Williams,76.0,
2015-04-06,Marc Laird,,50.0
2015-04-06,Rory Donnelly,,76.0
2015-04-06,Iain Hume,,61.0
2015-04-06,Max Power,50.0,
2015-04-11,Max Power,61.0,
2015-04-11,Jennison Myrie-Williams,,61.0
2015-04-11,Rory Donnelly,,61.0
2015-04-11,Josh Thompson,61.0,
2015-04-11,Jake Kirby,,73.0
2015-04-11,Cole Stockton,73.0,
2015-04-14,Iain Hume,,62.0
2015-04-14,Rob Taylor,62.0,
2015-04-14,Kayode Odejayi,,62.0
2015-04-14,Matt Hill,,62.0
2015-04-14,Cole Stockton,62.0,
2015-04-14,Rory Donnelly,62.0,
2015-04-18,Jason Koumas,,61.0
2015-04-18,Marc Laird,,61.0
2015-04-18,Matt Hill,,71.0
2015-04-18,Rob Taylor,71.0,
2015-04-18,Jennison Myrie-Williams,61.0,
2015-04-18,George Green,61.0,
2015-04-25,Iain Hume,,66.0
